7.5,46689529.237403855
22.5,39621073.019232534
37.5,35967030.62680455
52.5,33547838.510794383
67.5,32052889.34902421
82.5,29451333.880511753
97.5,27547798.313976955
112.5,26380968.808139693
127.5,24907564.89262152
142.5,24011138.265982393
157.5,22707987.75048929
175.0,25905001.490407053
197.5,26635954.908298504
225.05,26501593.476210814
256.4,25183209.4874359
289.9,23614584.146784738
326.40000000000003,21965364.43625659
367.34999999999997,20622595.153548565
413.3,19295446.653023966
464.85,18037608.754593704
522.7,16572350.527347853
587.5999999999999,15159555.861120703
660.4,13813835.505176857
742.1,12482113.960029297
833.75,11244028.091924667
936.5500000000001,9990670.038331196
1051.9,8791672.545825494
1181.3500000000001,7818663.161302348
1326.6,6714589.769730742
1489.6000000000001,5913816.772449256
1672.5,5116345.281853743
1877.7,4328150.981479371
2107.95,3667846.25547711
2366.2999999999997,3034819.91782226
2656.15,2514191.496004534
2981.35,1992918.320206917
3346.25,1613107.7679778463
3755.6499999999996,1256572.1031883801
4215.0,971811.3960426615
4730.4,734730.404593611
5308.65,550885.7217456927
5957.5,400713.01305293164
6685.55,282817.2658208928
7502.4,197052.2890305117
8418.9,137911.78308413285
9447.25,92821.09390998342
10601.1,65105.36069606793
11895.75,43408.58622593187
13348.349999999999,30011.934296344487
14978.199999999999,21274.357441481156
16806.95,15636.766903446282
18858.800000000003,12028.48392239054
21161.0,9425.63388131466
23744.149999999998,6923.810484488146
26642.5,6205.115940019568
29894.45,5197.7115479552285
33543.200000000004,3934.373792484527
37637.2,3542.151401884745
42230.700000000004,3188.442657775362
47384.7,2808.9091120856983
53167.6,2174.3705248641973
59656.100000000006,2085.9831272659417
66936.3,1746.434054309201
75104.8,1685.304815012038
84270.04999999999,1498.3647516143733
94553.65,1085.193390456938
106092.0,1068.436617640063
119038.25,1011.5912696890846
133564.2,729.92697199073
149862.59999999998,729.5061910262647
